Time,Voltage (mV)
0.0028400421142578125,-3256.33
0.008052587509155273,-3261.67
0.013271093368530273,-3272.67
0.018494367599487305,-3256.67
0.023706436157226562,-3266.00
0.028919458389282227,-3253.00
0.03413271903991699,-3265.67
0.03934597969055176,-3266.00
0.044593095779418945,-3270.33
0.04981541633605957,-3270.67
0.05503106117248535,-3268.67
0.06024599075317383,-3270.67
0.06545734405517578,-3262.67
0.0706784725189209,-3264.67
0.07588839530944824,-3275.00
0.08109402656555176,-3274.00
0.08631515502929688,-3262.33
0.09161114692687988,-3271.67
0.09680390357971191,-3282.00
0.10201382637023926,-3275.00
0.10721445083618164,-3266.67
0.11243319511413574,-3262.00
0.11765861511230469,-3250.33
0.12287330627441406,-3266.00
0.12807917594909668,-3257.00
0.1332859992980957,-3235.00
0.13855504989624023,-3281.33
0.14372038841247559,-3252.33
0.14893531799316406,-3269.33
0.15414214134216309,-3276.00
0.1593616008758545,-3272.67
0.1646437644958496,-3271.67
0.16985630989074707,-3263.33
0.17507076263427734,-3288.33
0.1802845001220703,-3258.67
0.18555426597595215,-3272.67
0.1907210350036621,-3262.67
0.19593453407287598,-3265.33
0.20114374160766602,-3275.67
0.20635652542114258,-3240.67
0.2116241455078125,-3273.33
0.21686220169067383,-3264.33
0.22206974029541016,-3269.00
0.2272789478302002,-3280.00
0.2325000762939453,-3274.33
0.2377185821533203,-3251.67
0.24292254447937012,-3254.00
0.24813437461853027,-3269.33
0.2533533573150635,-3276.00
0.25862574577331543,-3255.67
0.263843297958374,-3252.67
0.2690579891204834,-3260.33
0.27427244186401367,-3261.33
0.27948498725891113,-3269.33
0.28470611572265625,-3270.67
0.2899153232574463,-3246.67
0.2951374053955078,-3238.33
0.30034470558166504,-3260.33
0.30559754371643066,-3274.67
0.31081390380859375,-3268.67
0.31603002548217773,-3260.33
0.32123517990112305,-3276.33
0.3264443874359131,-3275.67
0.3316776752471924,-3276.67
0.33688950538635254,-3243.00
0.34209585189819336,-3269.33
0.34730005264282227,-3256.00
0.3525843620300293,-3271.33
0.3577921390533447,-3260.00
0.3630084991455078,-3263.33
0.3682248592376709,-3272.33
0.3734421730041504,-3248.00
0.3786780834197998,-3265.33
0.3838691711425781,-3267.67
0.38909053802490234,-3263.33
0.39429593086242676,-3278.67
0.39958620071411133,-3260.33
0.40480637550354004,-3263.67
0.41001200675964355,-3281.33
0.4152190685272217,-3276.67
0.420438289642334,-3289.67
0.4256563186645508,-3259.67
0.4308793544769287,-3272.00
0.4360923767089844,-3259.33
0.44130778312683105,-3270.33
0.44658875465393066,-3289.33
0.45180392265319824,-3258.33
0.4570174217224121,-3260.33
0.46222805976867676,-3272.33
0.467437744140625,-3261.00
0.472658634185791,-3257.67
0.47788071632385254,-3270.67
0.48308849334716797,-3257.00
0.4882965087890625,-3272.33
0.4935920238494873,-3268.33
0.4987962245941162,-3267.33
0.5040063858032227,-3268.67
0.5092127323150635,-3274.00
0.5144340991973877,-3293.67
0.5196564197540283,-3252.33
0.5248801708221436,-3260.33
0.5300891399383545,-3270.00
0.5352966785430908,-3264.33
0.5405876636505127,-3249.67
0.5458061695098877,-3261.67
0.5510153770446777,-3270.33
0.5562288761138916,-3287.33
0.5614368915557861,-3278.00
0.5666570663452148,-3265.00
0.5718684196472168,-3274.00
0.5770752429962158,-3276.00
0.5822842121124268,-3256.33
0.5875580310821533,-3280.00
0.5927283763885498,-3284.33
0.5979321002960205,-3250.00
0.6031410694122314,-3270.67
0.6083555221557617,-3272.00
0.6136274337768555,-3262.00
0.6188430786132812,-3267.67
0.6240525245666504,-3265.00
0.6292741298675537,-3262.33
0.6344799995422363,-3257.00
0.6396961212158203,-3251.33
0.6449079513549805,-3281.67
0.6501224040985107,-3271.67
0.6553390026092529,-3281.67
0.6605968475341797,-3271.00
0.6658110618591309,-3254.33
0.6710245609283447,-3266.33
0.6762301921844482,-3256.00
0.6814508438110352,-3242.67
0.6866781711578369,-3280.67
0.6918842792510986,-3265.33
0.6971042156219482,-3261.33
0.7023069858551025,-3263.00
0.7075963020324707,-3273.33
0.7128093242645264,-3265.67
0.7180120944976807,-3263.00
0.7232201099395752,-3266.33
0.7284336090087891,-3274.00
0.73366379737854,-3250.67
0.7388815879821777,-3262.33
0.7440876960754395,-3260.00
0.7493019104003906,-3270.67
0.7545895576477051,-3264.33
0.7597973346710205,-3270.00
0.7650043964385986,-3262.33
0.7702178955078125,-3288.67
0.7754361629486084,-3277.33
0.780658483505249,-3265.00
0.7858829498291016,-3260.33
0.7910938262939453,-3251.67
0.7963018417358398,-3260.67
0.8015916347503662,-3273.67
0.8067975044250488,-3268.67
0.812009334564209,-3268.67
0.8172125816345215,-3254.00
0.8224334716796875,-3258.00
0.8276567459106445,-3269.67
0.8328783512115479,-3268.67
0.8380918502807617,-3263.67
0.8433003425598145,-3268.33
0.848588228225708,-3271.67
0.853790283203125,-3277.67
0.8590164184570312,-3265.67
0.8642241954803467,-3272.67
0.8694462776184082,-3272.67
0.8746788501739502,-3281.00
0.8798747062683105,-3263.33
0.8850898742675781,-3264.33
0.8903045654296875,-3259.33
0.8955879211425781,-3274.67
0.90079665184021,-3266.00
0.9060072898864746,-3250.67
0.9112119674682617,-3277.00
0.9164361953735352,-3275.33
0.9216587543487549,-3270.67
0.9268770217895508,-3277.67
0.93208909034729,-3273.00
0.9372954368591309,-3269.67
0.9425878524780273,-3290.67
0.9477970600128174,-3259.33
0.953010082244873,-3240.33
0.9582202434539795,-3262.00
0.9634320735931396,-3253.00
0.9686532020568848,-3238.33
0.9738836288452148,-3265.33
0.979088306427002,-3248.00
0.9843044281005859,-3288.67
0.9895946979522705,-3268.00
0.9947969913482666,-3256.67
1.0000128746032715,-3276.00
1.0052189826965332,-3276.00
1.0104334354400635,-3251.00
1.0156574249267578,-3215.67
1.020883560180664,-3253.67
1.0260894298553467,-3272.67
1.0313057899475098,-3243.33
1.036586046218872,-3275.33
1.0417969226837158,-3267.00
1.047003984451294,-3264.00
1.0522141456604004,-3283.00
1.0574328899383545,-3278.33
1.0626559257507324,-3252.67
1.0678832530975342,-3254.00
1.0730960369110107,-3276.67
1.0783023834228516,-3271.00
1.083590030670166,-3270.00
1.0887973308563232,-3267.33
1.094005823135376,-3254.67
1.099212408065796,-3275.00
1.104440689086914,-3273.67
1.1096577644348145,-3267.33
1.114882469177246,-3263.33
1.120089054107666,-3256.00
1.1252951622009277,-3264.33
1.1305863857269287,-3264.00
1.1357977390289307,-3272.33
1.1410040855407715,-3258.33
1.14621901512146,-3272.33
1.151442050933838,-3261.67
1.156677484512329,-3264.67
1.1618804931640625,-3280.00
1.167097806930542,-3279.33
1.1723031997680664,-3272.67
1.1775925159454346,-3258.00
1.1827964782714844,-3272.67
1.1880066394805908,-3270.67
1.1932177543640137,-3252.00
1.1984407901763916,-3262.33
1.2036614418029785,-3272.33
1.2088782787322998,-3273.33
1.214095115661621,-3246.33
1.2193012237548828,-3264.00
1.2245879173278809,-3267.33
1.2298102378845215,-3233.00
1.2350125312805176,-3268.33
1.2402153015136719,-3281.00
1.2454380989074707,-3253.67
1.2506613731384277,-3269.00
1.2558705806732178,-3279.00
1.2610814571380615,-3272.67
1.2662956714630127,-3268.67
1.2715883255004883,-3269.67
1.2767910957336426,-3278.00
1.282010555267334,-3282.67
1.287217617034912,-3263.33
1.2924394607543945,-3280.67
1.2976531982421875,-3261.00
1.3028740882873535,-3268.67
1.3080825805664062,-3264.00
1.3132939338684082,-3265.67
1.3185639381408691,-3263.00
1.3237152099609375,-3268.67
1.3289213180541992,-3271.00
1.334132194519043,-3281.33
1.339339256286621,-3279.00
1.344595193862915,-3261.67
1.3498144149780273,-3282.33
1.355027675628662,-3264.33
1.3602373600006104,-3247.33
1.3654465675354004,-3263.00
1.3706777095794678,-3281.00
1.375887155532837,-3266.33
1.3810911178588867,-3286.67
1.3862981796264648,-3268.00
1.3915596008300781,-3277.00
1.396718978881836,-3274.00
1.4019279479980469,-3231.67
1.4071502685546875,-3261.33
1.4123659133911133,-3271.00
1.417651653289795,-3276.00
1.422863483428955,-3270.33
1.4280776977539062,-3274.33
1.4332895278930664,-3228.67
1.4384987354278564,-3261.00
1.443721055984497,-3269.67
1.4489316940307617,-3277.67
1.4541411399841309,-3272.67
1.459355354309082,-3274.67
1.4646227359771729,-3266.33
1.4698364734649658,-3263.33
1.4750537872314453,-3271.33
1.4802684783935547,-3264.67
1.4854743480682373,-3259.33
1.490696668624878,-3276.67
1.4959089756011963,-3259.33
1.50111722946167,-3257.00
1.5063321590423584,-3252.00
1.5115935802459717,-3279.67
1.516817331314087,-3265.67
1.5220227241516113,-3283.00
1.527235746383667,-3251.67
1.5324451923370361,-3266.33
1.5376546382904053,-3263.00
1.5428669452667236,-3262.00
1.5480780601501465,-3271.67
1.553285837173462,-3263.00
1.5585598945617676,-3277.67
1.5637145042419434,-3266.67
1.5689210891723633,-3264.00
1.5741417407989502,-3286.67
1.5793490409851074,-3257.67
1.5846221446990967,-3280.00
1.5898480415344238,-3286.67
1.5950596332550049,-3277.00
1.6002733707427979,-3268.33
1.605480670928955,-3266.00
1.6107017993927002,-3263.33
1.6159167289733887,-3268.67
1.6211228370666504,-3274.33
1.6263387203216553,-3278.33
1.6315927505493164,-3276.00
1.6368019580841064,-3266.67
1.642019271850586,-3275.67
1.6472325325012207,-3263.33
1.6524395942687988,-3257.00
1.6576576232910156,-3263.67
1.6628789901733398,-3272.33
1.6680943965911865,-3273.00
1.6733031272888184,-3254.00
1.6785874366760254,-3275.33
1.6837904453277588,-3277.00
1.689009428024292,-3258.00
1.694230318069458,-3266.33
1.6994454860687256,-3261.67
1.7046771049499512,-3260.33
1.7098805904388428,-3273.00
1.7150943279266357,-3263.67
1.7202999591827393,-3261.33
1.7255899906158447,-3254.00
1.7308025360107422,-3261.33
1.736016035079956,-3261.00
1.7412235736846924,-3257.67
1.7464380264282227,-3271.67
1.7516531944274902,-3271.00
1.7568790912628174,-3266.33
1.7620887756347656,-3264.00
1.7672972679138184,-3267.33
1.7725894451141357,-3274.67
1.7778046131134033,-3239.33
1.7830195426940918,-3279.67
1.7882342338562012,-3276.67
1.7934391498565674,-3258.33
1.798656702041626,-3275.00
1.803868055343628,-3276.33
1.8090825080871582,-3261.00
1.8142905235290527,-3275.00
1.8195579051971436,-3261.00
1.8247206211090088,-3263.33
1.8299334049224854,-3273.00
1.835146427154541,-3259.00
1.8403770923614502,-3271.67
1.8456509113311768,-3277.00
1.850856065750122,-3275.00
1.8560714721679688,-3272.33
1.8612792491912842,-3288.33
1.8664956092834473,-3268.67
1.871715784072876,-3263.33
1.8769197463989258,-3270.00
1.8821301460266113,-3269.00
1.8873374462127686,-3265.00
1.8925979137420654,-3263.00
1.8978033065795898,-3274.33
1.9030191898345947,-3268.67
1.9082450866699219,-3272.67
1.9134387969970703,-3277.33
1.9186592102050781,-3262.00
1.9238810539245605,-3267.33
1.9290881156921387,-3272.67
1.9343056678771973,-3260.67
1.93959379196167,-3260.00
1.9448049068450928,-3268.33
1.9500105381011963,-3254.67
1.9552268981933594,-3272.67
1.960437297821045,-3262.00
1.9656579494476318,-3280.00
1.97086763381958,-3284.33
1.9760775566101074,-3261.00
1.9812846183776855,-3276.00
1.9865589141845703,-3255.67
1.99172043800354,-3270.00
1.996931791305542,-3270.67
2.002149820327759,-3246.33
2.007373809814453,-3259.67
2.012650489807129,-3270.33
2.0178661346435547,-3282.67
2.0230767726898193,-3291.67
2.0282931327819824,-3274.67
2.033571243286133,-3275.67
2.038719654083252,-3266.00
2.0439395904541016,-3269.67
2.0491533279418945,-3257.33
2.0543909072875977,-3265.67
2.0596566200256348,-3265.67
2.0648703575134277,-3253.67
2.070089101791382,-3248.33
2.075301170349121,-3261.67
2.0805938243865967,-3274.67
2.0857977867126465,-3273.67
2.091015577316284,-3264.67
2.0962255001068115,-3271.33
2.1014420986175537,-3279.33
2.1066782474517822,-3261.00
2.111881732940674,-3278.67
2.1170973777770996,-3261.67
2.122311592102051,-3219.67
2.1275887489318848,-3272.67
2.132795810699463,-3270.33
2.1380107402801514,-3277.67
2.1432204246520996,-3286.00
2.148435115814209,-3281.00
2.1536645889282227,-3275.67
2.158884048461914,-3274.67
2.164088249206543,-3265.00
2.1692957878112793,-3269.67
2.1745896339416504,-3271.33
2.1797900199890137,-3279.67
2.185009717941284,-3258.00
2.190225601196289,-3252.33
2.195437431335449,-3265.33
2.200676918029785,-3251.33
2.205883264541626,-3264.00
2.211087465286255,-3267.00
2.2163054943084717,-3262.67
2.2215960025787354,-3259.33
2.2267918586730957,-3276.00
2.2320125102996826,-3271.67
2.2372190952301025,-3266.33
2.2424399852752686,-3279.67
2.2476556301116943,-3261.33
2.2528858184814453,-3285.33
2.258089065551758,-3286.00
2.263302803039551,-3256.67
2.2685868740081787,-3253.67
2.273791790008545,-3260.00
2.2789978981018066,-3270.00
2.284214496612549,-3268.67
2.2894539833068848,-3267.33
2.294658899307251,-3265.33
2.2998735904693604,-3280.67
2.3050930500030518,-3249.67
2.3103020191192627,-3279.33
2.3155899047851562,-3254.00
2.3207905292510986,-3270.00
2.3260152339935303,-3276.67
2.331223964691162,-3277.67
2.3364431858062744,-3275.67
2.3416860103607178,-3256.00
2.3468739986419678,-3271.00
2.3520915508270264,-3288.00
2.3572962284088135,-3268.67
2.3625881671905518,-3284.33
2.3678014278411865,-3264.67
2.3730111122131348,-3267.67
2.3782312870025635,-3255.33
2.383439540863037,-3267.33
2.3886618614196777,-3279.00
2.393874168395996,-3258.00
2.399090528488159,-3270.67
2.4042956829071045,-3251.67
2.4095942974090576,-3273.33
2.4148008823394775,-3247.67
2.4200053215026855,-3262.00
2.425220251083374,-3277.67
2.4304325580596924,-3258.33
2.4356589317321777,-3242.67
2.440887451171875,-3260.33
2.446120262145996,-3269.67
2.451320171356201,-3256.33
2.4565978050231934,-3260.00
2.461803674697876,-3267.00
2.467024564743042,-3275.33
2.4722421169281006,-3240.33
2.4774439334869385,-3278.67
2.4826583862304688,-3263.33
2.4878742694854736,-3266.00
2.4930808544158936,-3274.00
2.4982900619506836,-3264.00
2.503586530685425,-3265.33
2.508802652359009,-3265.33
2.5140161514282227,-3267.67
2.519225597381592,-3226.00
2.5244479179382324,-3244.67
2.5296764373779297,-3274.00
2.5348730087280273,-3271.67
2.540081262588501,-3286.33
2.545299768447876,-3251.67
2.5505874156951904,-3272.67
2.5558054447174072,-3269.33
2.561016321182251,-3258.00
2.5662333965301514,-3268.33
2.571444272994995,-3268.33
2.576676607131958,-3249.00
2.581881523132324,-3265.00
2.5870883464813232,-3244.00
2.5922954082489014,-3264.67
2.597588300704956,-3277.67
2.602795362472534,-3273.67
2.608011245727539,-3237.67
2.6132164001464844,-3273.67
2.6184446811676025,-3268.33
2.623677968978882,-3271.33
2.6288869380950928,-3260.67
2.6340935230255127,-3259.67
2.639317035675049,-3263.67
2.6445865631103516,-3271.00
2.649799346923828,-3273.67
2.6550140380859375,-3234.33
2.660219669342041,-3271.00
2.665433168411255,-3262.00
2.6706531047821045,-3266.33
2.675880193710327,-3260.67
2.6810965538024902,-3267.67
2.686307430267334,-3281.33
2.691594123840332,-3277.33
2.6967952251434326,-3266.00
2.7020046710968018,-3264.33
2.7072277069091797,-3247.67
2.712437868118286,-3256.67
2.7176554203033447,-3270.33
2.722874641418457,-3266.00
2.7280776500701904,-3258.67
2.7332921028137207,-3263.33
2.7385733127593994,-3267.33
2.743720054626465,-3243.00
2.7489356994628906,-3255.00
2.7541449069976807,-3288.33
2.759352207183838,-3269.00
2.764625072479248,-3264.33
2.769838333129883,-3258.00
2.775053024291992,-3272.33
2.780266761779785,-3269.00
2.7854719161987305,-3286.00
2.7906830310821533,-3280.00
2.795891761779785,-3287.33
2.8011090755462646,-3266.33
2.806325912475586,-3265.67
2.811586380004883,-3275.33
2.8167924880981445,-3280.67
2.8220105171203613,-3281.67
2.827218532562256,-3265.00
2.832432746887207,-3265.00
2.837653160095215,-3279.00
2.842874050140381,-3274.67
2.8480887413024902,-3271.67
2.8533003330230713,-3287.67
2.858588695526123,-3272.67
2.863802433013916,-3264.33
2.869016170501709,-3268.33
2.8742260932922363,-3283.33
2.8794400691986084,-3262.67
2.8846778869628906,-3280.33
2.889887809753418,-3276.67
2.8950984477996826,-3277.67
2.9003183841705322,-3282.33
2.905595541000366,-3256.33
2.9108026027679443,-3273.67
2.916011333465576,-3282.00
2.921224355697632,-3286.67
2.9264378547668457,-3275.67
2.931659698486328,-3278.67
2.936877489089966,-3286.00
2.9420881271362305,-3265.00
2.9473023414611816,-3265.33
2.952587842941284,-3277.00
2.957796812057495,-3292.67
2.9630162715911865,-3276.33
2.9682271480560303,-3289.33
2.9734396934509277,-3266.33
2.978654384613037,-3273.00
2.9838666915893555,-3240.00
2.9890804290771484,-3253.33
2.994295597076416,-3267.33
2.999586820602417,-3247.67
3.004790782928467,-3271.00
3.0100104808807373,-3238.00
3.0152249336242676,-3249.33
3.0204453468322754,-3224.67
3.0256781578063965,-3231.33
3.030885934829712,-3251.33
3.0361056327819824,-3235.33
3.0413177013397217,-3241.33
3.046593427658081,-3242.00
3.0518078804016113,-3212.67
3.0570127964019775,-3238.00
3.062232732772827,-3212.33
3.06744122505188,-3219.67
3.0726566314697266,-3235.33
3.0780088901519775,-3211.00
3.0830936431884766,-3225.33
3.0882961750030518,-3191.67
3.0935587882995605,-3216.00
3.098726511001587,-3220.33
3.1039328575134277,-3214.00
3.1091485023498535,-3189.33
3.114360809326172,-3193.67
3.119623899459839,-3175.67
3.1248462200164795,-3158.67
3.1300575733184814,-3147.33
3.1352789402008057,-3188.33
3.1404919624328613,-3159.67
3.1457080841064453,-3184.00
3.150928258895874,-3161.33
3.1561312675476074,-3157.00
3.161345958709717,-3148.33
3.1666157245635986,-3151.00
3.1718108654022217,-3147.67
3.177021026611328,-3129.67
3.1822381019592285,-3147.67
3.1874499320983887,-3156.33
3.192676544189453,-3152.67
3.1978793144226074,-3122.33
3.2030882835388184,-3146.67
3.2083005905151367,-3123.67
3.2135941982269287,-3122.00
3.2188024520874023,-3132.67
3.2240099906921387,-3127.00
3.229217767715454,-3117.00
3.2344439029693604,-3114.67
3.2396764755249023,-3133.00
3.2448840141296387,-3107.67
3.2500996589660645,-3166.67
3.2553200721740723,-3121.67
3.260586977005005,-3132.00
3.265796184539795,-3163.33
3.271009922027588,-3145.33
3.2762184143066406,-3141.33
3.281437635421753,-3123.00
3.286654472351074,-3138.33
3.291879415512085,-3128.67
3.2970869541168213,-3138.00
3.302300214767456,-3113.00
3.3075883388519287,-3126.00
3.3127965927124023,-3128.00
3.3180060386657715,-3146.00
3.323213815689087,-3120.33
3.328432559967041,-3140.33
3.33365535736084,-3130.00
3.338874340057373,-3124.00
3.3440887928009033,-3134.00
3.3492977619171143,-3110.00
3.3545918464660645,-3139.67
3.3598029613494873,-3126.67
3.365016222000122,-3106.67
3.3702304363250732,-3116.67
3.3754453659057617,-3112.33
3.380679130554199,-3088.33
3.3858957290649414,-3100.67
3.39111328125,-3103.67
3.3963205814361572,-3096.33
3.4015982151031494,-3086.33
3.4068140983581543,-3094.33
3.412032127380371,-3084.33
3.4172449111938477,-3082.33
3.422456741333008,-3083.67
3.4276907444000244,-3084.33
3.4328994750976562,-3080.67
3.4381284713745117,-3121.00
3.443331718444824,-3092.67
3.4486045837402344,-3053.00
3.4538204669952393,-3072.67
3.4590320587158203,-3065.33
3.4642369747161865,-3103.00
3.469463348388672,-3061.67
3.4746811389923096,-3055.33
3.479888439178467,-3049.33
3.4850947856903076,-3036.00
3.490319013595581,-3045.67
3.4955883026123047,-3028.67
