time,ft_data,fsr_data
1740272717.0193384,0.865948419938376,0.0
1740272717.0519125,1.0811952154525224,0.0
1740272717.0885615,0.7698703895847256,0.0
1740272717.1221242,1.1479558849380562,0.0
1740272717.1542618,1.0647942506170638,0.0
1740272717.1911266,3.84425053473673,0.0
1740272717.2236924,1.2269464252613895,0.0
1740272717.2571876,3.122035947411721,0.0
1740272717.2932541,1.6699444600281343,0.0
1740272717.3271081,3.6394507981916564,0.0
1740272717.3591995,2.708101898959648,0.0
1740272717.3967283,6.614766462481788,0.0
1740272717.4289165,7.689825677666841,0.0
1740272717.461969,15.321284418637365,0.0
1740272717.4986613,23.982900687646826,0.0
1740272717.5319185,36.47035254573065,0.0
1740272717.5679705,45.26691599120243,0.0
1740272717.6009343,56.12638909777153,0.0
1740272717.6338606,67.7187415070732,0.0
1740272717.6706076,75.93627827336667,0.0
1740272717.7036457,90.1721423217681,16.0
1740272717.7356362,110.12594845079772,32.0
1740272717.7731264,121.81589994265005,38.0
1740272717.8055005,139.6104894470637,46.0
1740272717.8419151,160.72110224455471,53.0
1740272717.8754892,166.65468729416637,78.0
1740272717.9123144,189.07889274281413,94.0
1740272717.945658,204.5752021957639,99.0
1740272717.9822621,231.50845480077686,138.0
1740272718.0146906,250.89714805630558,173.0
1740272718.0509062,269.98864706956954,213.0
1740272718.0883915,290.59187740276985,259.0
1740272718.1214015,310.7461459182823,313.0
1740272718.1578958,318.55806692093995,355.0
1740272718.1949725,334.4441382161328,391.0
1740272718.2281055,349.2995894786612,405.0
1740272718.264297,361.04977272284634,411.0
1740272718.2973084,381.9705113077507,414.0
1740272718.3341048,388.1249812250522,411.0
1740272718.3710392,403.97108056178297,415.0
1740272718.404004,410.70696545501096,418.0
1740272718.439864,417.2279069145073,412.0
1740272718.47784,423.60466648777964,403.0
1740272718.5102623,416.1955335465811,407.0
1740272718.5467103,433.50735736073943,401.0
1740272718.5801163,431.5167166958534,383.0
1740272718.6165128,430.34280424811146,386.0
1740272718.653639,412.52995527434865,395.0
1740272718.6864834,403.9926532343053,418.0
1740272718.7228003,383.4131866515524,425.0
1740272718.7594888,369.6543212285834,424.0
1740272718.792512,347.87514943960645,410.0
1740272718.8299072,327.0461715425735,363.0
1740272718.8627133,301.05112695860146,280.0
1740272718.8994348,259.1777512896107,177.0
1740272718.9365132,237.74243658859143,98.0
1740272718.9686303,216.07411610453318,88.0
1740272719.0053148,190.1847378440374,91.0
1740272719.038144,170.1221740790304,104.0
1740272719.0756452,143.15630147347724,149.0
1740272719.1123447,126.35413801637021,163.0
1740272719.145072,108.11266724783054,105.0
1740272719.1819887,90.42837912657563,96.0
1740272719.2148073,71.91691939107466,54.0
1740272719.2516944,57.28675786202532,45.0
1740272719.284373,46.593494233052155,24.0
1740272719.3167844,33.184680084964995,2.0
1740272719.3500626,25.18305760012216,0.0
1740272719.3867733,16.58986869462046,0.0
1740272719.4192238,9.160492643885783,0.0
1740272719.456328,9.186009323037487,0.0
1740272719.4888113,4.132081682657121,0.0
1740272719.522288,2.101315231441206,0.0
1740272719.5580788,3.2982965100151374,0.0
1740272719.5911686,3.5400548149900066,0.0
1740272719.6237097,2.403172282008478,0.0
1740272719.6607628,1.4810815559606663,0.0
1740272719.6943164,2.083709887442412,0.0
1740272719.7312021,5.355158825317243,0.0
1740272719.7634065,5.0093776783418,0.0
1740272719.796933,4.095852826400852,0.0
1740272719.8340747,3.135554655704275,0.0
1740272719.865812,4.395022869814052,0.0
1740272719.899283,3.992909389074525,0.0
1740272719.93557,2.19760093002451,0.0
1740272719.969156,2.3051669752410238,0.0
1740272720.0054524,2.0627953899560167,0.0
1740272720.0380294,1.9155669871143695,0.0
1740272720.0704107,1.87523822615166,0.0
1740272720.1064446,2.001338117314245,0.0
1740272720.1400645,1.740922257991282,0.0
1740272720.1730027,1.9389665588859162,0.0
1740272720.2098181,2.835128094680279,0.0
1740272720.2427053,3.0004901035410128,0.0
1740272720.2793136,2.6765080012170204,0.0
1740272720.3131573,3.4922228793327585,0.0
1740272720.345519,2.1709010030024807,0.0
1740272720.3815186,3.7370553391340096,0.0
1740272720.4158735,3.768196539674359,0.0
1740272720.4481,4.094164163939198,0.0
1740272720.4839754,3.235036236019365,0.0
1740272720.51723,3.417263651553201,0.0
1740272720.549651,3.989611984195851,0.0
1740272720.5868773,1.705938596800821,0.0
1740272720.6196067,2.327799133607218,0.0
1740272720.6526878,9.373583804437324,0.0
1740272720.6886444,8.435434185258691,0.0
1740272720.7213514,13.09259324883486,0.0
1740272720.7581706,14.740011669690144,0.0
1740272720.7910364,20.922546595967383,0.0
1740272720.8242173,34.89201738818202,0.0
1740272720.8611925,46.737907602264166,2.0
1740272720.893605,54.3790313669136,14.0
1740272720.9262328,66.94797803219159,32.0
1740272720.9636934,86.49739231905421,54.0
1740272720.9963353,97.90472743275643,94.0
1740272721.033303,125.0495137345289,98.0
1740272721.0699835,131.4529717862333,113.0
1740272721.10336,155.7833445767425,189.0
1740272721.1391346,171.41004731104883,226.0
1740272721.1761498,184.45296040563684,272.0
1740272721.2091458,210.1676022154761,310.0
1740272721.2462258,226.24469633548884,347.0
1740272721.2793183,244.48150481840344,382.0
1740272721.315144,285.677662894458,414.0
1740272721.3528762,304.29960087418806,430.0
1740272721.3866603,326.808810723207,442.0
1740272721.421734,350.9517318283712,445.0
1740272721.4593832,352.12254814998397,447.0
1740272721.491873,372.9891632412606,450.0
1740272721.5286932,396.90673593792064,457.0
1740272721.5621216,412.77858734914764,464.0
1740272721.5990644,436.5676446044964,466.0
1740272721.6353157,443.5410888186937,469.0
1740272721.668231,456.62360739827335,469.0
1740272721.7045681,450.5918842487163,469.0
1740272721.7418716,452.2713992885667,469.0
1740272721.7750876,459.2050740328719,469.0
1740272721.8112552,465.4244399334373,470.0
1740272721.8443396,463.2405893164447,472.0
1740272721.881483,474.00000000000006,474.0
1740272721.9174452,453.45551711847423,473.0
1740272721.9506161,442.1527130727424,471.0
1740272721.9875643,408.21052333352975,466.0
1740272722.0243602,356.1377338313002,463.0
1740272722.0574622,300.2158050631679,456.0
1740272722.0941794,245.44505246748133,445.0
1740272722.1269622,206.672805445626,426.0
1740272722.1639404,168.05194724501388,397.0
1740272722.2004528,139.91465700778772,365.0
1740272722.2328806,119.96418817201554,316.0
1740272722.270359,97.51146255305547,232.0
1740272722.3068361,80.37853438891453,137.0
1740272722.3394806,71.4831748878951,93.0
1740272722.3759558,58.08809382005656,87.0
1740272722.4090927,50.75683924598356,66.0
1740272722.4421175,47.22684078269774,50.0
1740272722.4793136,47.31755389615467,40.0
1740272722.5119345,41.15638779613636,30.0
1740272722.5444713,34.626727612072436,22.0
1740272722.5815995,33.90702647305499,15.0
1740272722.6140707,26.48523601676517,2.0
1740272722.651335,19.625253425824148,0.0
1740272722.6834888,16.95145037123827,0.0
1740272722.7163773,12.040311270167642,0.0
1740272722.7532809,4.421165713400277,0.0
1740272722.7865844,2.483209458370647,0.0
1740272722.818658,2.558416777190199,0.0
1740272722.855604,2.61744344577694,0.0
1740272722.8888133,2.314329299788013,0.0
1740272722.9255,4.03416129184121,0.0
1740272722.9583874,3.3139474336701293,0.0
1740272722.9909155,2.042179551000124,0.0
1740272723.0280175,1.999144223023349,0.0
1740272723.060273,2.750355904942207,0.0
1740272723.093574,1.927006048816561,0.0
1740272723.1305134,3.7793080347048607,0.0
1740272723.1633663,3.030714996043553,0.0
1740272723.199993,4.380343989054465,0.0
1740272723.2329981,4.310601680980473,0.0
1740272723.2663395,4.090414949414702,0.0
1740272723.3021684,2.730576296138439,0.0
1740272723.3357365,2.2330601779626913,0.0
1740272723.368772,1.938544598964356,0.0
1740272723.4041674,2.1085112110127193,0.0
1740272723.437172,2.162068974875236,0.0
1740272723.4707541,1.8856595129830749,0.0
1740272723.5073829,1.790120621912365,0.0
1740272723.5402558,1.9255744408870585,0.0
1740272723.5767088,2.6417226703266716,0.0
1740272723.6098344,2.1556199699068346,0.0
1740272723.6420171,5.160465794665663,0.0
1740272723.674847,8.111198626154879,0.0
1740272723.7121797,14.763978312214126,0.0
1740272723.745265,22.46139716957464,0.0
1740272723.7819018,39.48266439986377,0.0
1740272723.8141732,50.87980491547385,0.0
1740272723.847879,67.97337915500721,10.0
1740272723.8844519,81.81855688580134,19.0
1740272723.9171438,92.38163017111366,27.0
1740272723.949617,106.00828163916299,43.0
1740272723.9868858,117.67458188937539,56.0
1740272724.0193605,127.12746227753101,72.0
1740272724.0557911,142.8456897921133,87.0
1740272724.0884252,147.36979381687706,83.0
1740272724.1252143,153.50260200431168,90.0
1740272724.1582813,171.65016288335522,96.0
1740272724.1952841,187.66813554018404,101.0
1740272724.2283032,214.50922930737886,129.0
1740272724.2648084,245.3870795371378,104.0
1740272724.3013105,248.1021402152986,104.0
1740272724.3348165,261.8933402633955,114.0
1740272724.371613,271.60402532707565,151.0
1740272724.4072073,288.22939217495724,181.0
1740272724.441394,294.6381659641021,216.0
1740272724.477295,304.5436220739349,268.0
1740272724.5112395,316.15272036702925,327.0
1740272724.5471537,336.3102099833136,365.0
1740272724.583996,342.29608292403685,373.0
1740272724.6171904,348.903317202543,375.0
1740272724.6534805,357.3393401134656,364.0
1740272724.6902933,361.9656130981319,343.0
1740272724.7232935,367.6268072886742,318.0
1740272724.7605863,362.8261438659339,307.0
1740272724.7937894,372.89289106866784,306.0
1740272724.8304715,376.54491850468605,322.0
1740272724.867657,390.80889517766303,344.0
1740272724.8995361,390.8876566849842,361.0
1740272724.9368448,391.4557304253777,377.0
1740272724.9733593,398.03959210899495,385.0
1740272725.005968,395.1341683941162,389.0
1740272725.043256,394.2375134373541,386.0
1740272725.0762053,388.27694337881127,385.0
1740272725.1124725,394.0729422111782,381.0
1740272725.1498094,391.51318822520216,380.0
1740272725.1824875,386.88588088712584,376.0
1740272725.2192523,369.7342021319285,374.0
1740272725.2553585,348.95631649385257,379.0
1740272725.2885618,321.90385381980445,379.0
1740272725.3259506,289.5938817217355,374.0
1740272725.358206,274.54977421855506,359.0
1740272725.3949878,251.54987045027423,338.0
1740272725.4324684,250.7814556443017,314.0
1740272725.4653468,245.8089823645013,253.0
1740272725.5019884,241.4423015024804,194.0
1740272725.5387945,238.43416771931317,165.0
1740272725.5711315,226.42870916299208,156.0
1740272725.6083074,216.78991808852504,160.0
1740272725.6458826,197.92036783345094,154.0
1740272725.6781578,175.80865905147823,149.0
1740272725.7149434,154.724105633203,117.0
1740272725.7476888,131.09624408526275,99.0
1740272725.7847793,113.78875468309795,92.0
1740272725.817729,100.69383745917939,87.0
1740272725.853894,80.58339568740072,80.0
1740272725.8872056,68.31373380581911,64.0
1740272725.9237566,59.45093798664544,47.0
1740272725.956124,53.7145618632381,34.0
1740272725.9893086,46.03040643243494,27.0
1740272726.0262413,37.8513063036676,23.0
1740272726.05899,35.62191366521075,16.0
1740272726.0914097,33.343146684397645,7.0
1740272726.1282663,30.259951470068156,5.0
1740272726.1615543,25.8943471147863,2.0
1740272726.1945183,20.5005900858664,0.0
1740272726.2310739,25.88777940263587,0.0
1740272726.2639341,17.582938340453165,0.0
1740272726.3000152,13.930263285779526,0.0
1740272726.3330593,13.100320252068137,0.0
1740272726.3662102,10.151822699899853,0.0
1740272726.3993633,8.493568282802887,0.0
1740272726.4355993,4.218650492491223,0.0
1740272726.4683642,4.228532232007875,0.0
1740272726.5009594,4.7018683169392,0.0
1740272726.5375767,2.503486049649767,0.0
1740272726.5706916,2.824241074578092,0.0
1740272726.6031797,2.667063897749877,0.0
1740272726.6400695,2.517679737957221,0.0
1740272726.6734748,2.4823020305859456,0.0
1740272726.7099824,2.4488879811458113,0.0
1740272726.7432349,2.997392544881743,0.0
1740272726.7754908,1.986166982116373,0.0
1740272726.8122284,2.359584612132414,0.0
1740272726.845339,1.8961602149102315,0.0
1740272726.878536,1.445963648338333,0.0
1740272726.9145944,3.699812373694209,0.0
1740272726.9487174,5.718442531651139,0.0
1740272726.984855,4.466122265552888,0.0
1740272727.017565,4.750275575715589,0.0
1740272727.049867,4.759228149388067,0.0
1740272727.0869703,4.331819688020374,0.0
1740272727.1192029,13.464842545502856,0.0
1740272727.15316,14.505507582051203,0.0
1740272727.1892724,20.394653545913062,0.0
1740272727.2221572,30.175000894611095,0.0
1740272727.2590575,38.08024203554082,1.0
1740272727.2919605,56.185016774250464,24.0
1740272727.3244212,72.96582500903284,40.0
1740272727.3617575,82.27998084737533,60.0
1740272727.3946385,99.86011764252225,93.0
1740272727.4307876,118.90582330701181,88.0
1740272727.4646912,126.33369164526441,92.0
1740272727.5003715,137.28339384301302,98.0
1740272727.5374565,148.60800978700118,114.0
1740272727.57069,154.78821822986043,145.0
1740272727.6072116,171.16391088489917,212.0
1740272727.6396194,185.5470910379163,249.0
1740272727.6762798,197.93686723657578,303.0
1740272727.7132833,226.62722122436924,353.0
1740272727.746912,227.57537666259026,363.0
1740272727.7835078,243.0824648207226,375.0
1740272727.8197935,250.868854643557,383.0
1740272727.8529534,259.3098180838879,395.0
1740272727.8895311,275.0557704003919,407.0
1740272727.9228034,280.24019517248746,418.0
1740272727.9592168,293.10316494193944,423.0
1740272727.9959247,304.11132722919467,421.0
1740272728.0293837,316.8705309374313,420.0
1740272728.0662441,326.34829227481976,429.0
1740272728.1037273,333.49418759379574,436.0
1740272728.1356895,352.8882382103218,437.0
1740272728.1724489,350.64849722905205,441.0
1740272728.205046,362.69311907702956,442.0
1740272728.2417545,370.8810516490772,446.0
1740272728.278982,376.77038446915435,442.0
1740272728.31231,383.4524153219308,442.0
1740272728.349181,389.06400689606966,434.0
1740272728.3846164,387.91472970223737,428.0
1740272728.4174712,387.41058258300615,443.0
1740272728.4547727,389.12508271734833,445.0
1740272728.4877732,381.2537480997195,440.0
1740272728.5243344,370.6465971785751,435.0
1740272728.5616362,347.9594040432238,432.0
1740272728.594365,326.6336196699549,433.0
1740272728.6314895,308.5215977679204,434.0
1740272728.6688058,273.52428125904316,431.0
1740272728.7009666,251.90304345941215,421.0
1740272728.737898,219.3436482298845,387.0
1740272728.7705743,197.26386994995167,330.0
1740272728.807139,176.83850708204213,283.0
1740272728.8440235,151.06080471741973,265.0
1740272728.8774054,146.7529689688992,265.0
1740272728.9128103,142.50798611371405,247.0
1740272728.950211,130.37611539538466,218.0
1740272728.983099,123.6069811290384,191.0
1740272729.020238,108.21819863040481,148.0
1740272729.0534797,95.82745996632246,104.0
1740272729.0895755,87.28454627109926,97.0
1740272729.1267715,75.51862350261852,91.0
1740272729.1598086,69.72796832513478,84.0
1740272729.196492,65.38407259943972,89.0
1740272729.2292073,58.28585570769908,64.0
1740272729.2618039,49.386051761685756,40.0
1740272729.2988513,47.118431818090365,28.0
1740272729.3316433,41.22331720058526,16.0
1740272729.368692,35.02539859617005,2.0
1740272729.4010372,31.403036175031016,1.0
1740272729.4340897,30.763868806881714,2.0
1740272729.471057,28.51157877546106,2.0
1740272729.5035665,26.05656151628729,1.0
1740272729.5360181,26.013221911162656,0.0
1740272729.5728076,20.681857057014412,0.0
1740272729.6054463,14.910730071433035,0.0
1740272729.6428938,6.969861088263474,0.0
1740272729.675884,4.5025447478650396,0.0
1740272729.7085443,2.5037836634065176,0.0
1740272729.745608,2.1745280211871005,0.0
1740272729.7780063,2.148442003080376,0.0
1740272729.8108406,3.2104998812382304,0.0
1740272729.8482473,3.3195307400648515,0.0
1740272729.8810663,3.010870428171204,0.0
1740272729.917217,5.287823317529686,0.0
1740272729.949984,5.756925785931929,0.0
1740272729.9834244,5.371400180711798,0.0
1740272730.019361,5.150684523141173,0.0
1740272730.0527396,4.5979569779011715,0.0
1740272730.0856683,5.457362926995237,0.0
1740272730.1215003,2.508101385627869,0.0
1740272730.1546025,3.0140768155663378,0.0
1740272730.1911461,2.8586202008439106,0.0
1740272730.2238796,2.857265455343762,0.0
1740272730.2570217,2.589009117807666,0.0
1740272730.293791,2.258954311736333,0.0
1740272730.3267088,2.1846928697012893,0.0
1740272730.3594935,2.5912697964472424,0.0
1740272730.3965645,1.9104796599403322,0.0
1740272730.4286754,1.9571560334656892,0.0
1740272730.4625387,2.161982623580873,0.0
1740272730.4992082,4.813280047148359,0.0
1740272730.531453,2.594378052473753,0.0
1740272730.564836,3.2539779482461118,0.0
1740272730.6012468,14.15266586344938,0.0
1740272730.6344643,15.131571031205501,0.0
1740272730.6672282,22.825908367447663,0.0
1740272730.703541,32.61973631800264,0.0
1740272730.7369597,45.413582859190264,15.0
1740272730.77285,56.49510602293149,42.0
1740272730.8063724,72.00978078158114,78.0
1740272730.8389227,85.05823371214255,88.0
1740272730.8758402,98.31947842102554,98.0
1740272730.9126163,111.22810456026409,142.0
1740272730.9447186,122.43585782391965,203.0
1740272730.9824781,144.41887883514252,249.0
1740272731.0146508,153.46771578864704,275.0
1740272731.0512373,165.55961011273766,292.0
1740272731.0882916,175.87434151578046,308.0
1740272731.1214848,187.62207253987523,334.0
1740272731.1583314,198.55166721438846,352.0
1740272731.1945024,202.57425814000968,359.0
1740272731.228067,210.572591247725,372.0
1740272731.264513,224.99016516594313,384.0
1740272731.301051,238.6608528750215,403.0
1740272731.334008,251.2882163224644,415.0
1740272731.3712406,258.682897892157,418.0
1740272731.4040098,265.47845052625047,421.0
1740272731.4413886,274.2157381041785,424.0
1740272731.478598,280.20126453753,425.0
1740272731.5107124,289.92131744324627,426.0
1740272731.5480573,306.38618545175416,431.0
1740272731.5837128,321.7966364760017,436.0
1740272731.617679,329.757559526979,442.0
1740272731.654102,337.3424717065731,448.0
1740272731.6864204,348.13245699476073,451.0
1740272731.7237232,358.5892997686157,457.0
1740272731.7605834,365.6223344011987,456.0
1740272731.7930846,370.9226055747874,456.0
1740272731.8300078,375.06370544576055,457.0
1740272731.8664513,387.9318414543074,457.0
1740272731.8993413,391.7595275877529,457.0
1740272731.9372685,399.9904210310293,458.0
1740272731.96979,408.6788076429122,460.0
1740272732.0055463,411.1948840830024,460.0
1740272732.0436528,412.72602743973744,460.0
1740272732.0759175,415.3739664217473,461.0
1740272732.1128244,415.54643669483994,459.0
1740272732.1490521,422.21324450051594,459.0
1740272732.182613,426.88774226046894,461.0
1740272732.2192733,435.15824962603784,461.0
1740272732.2522101,434.47668835862106,461.0
1740272732.2883976,437.8513899458407,465.0
1740272732.325438,438.7274066942899,462.0
1740272732.3583844,441.469134870949,460.0
1740272732.3959267,437.77072760256647,463.0
1740272732.431731,443.7174887507966,464.0
1740272732.4650605,441.4320951850734,464.0
1740272732.5014381,445.32756013926524,465.0
1740272732.5345738,440.840804846651,466.0
1740272732.571212,434.19234272910035,464.0
1740272732.6078727,433.0705944193118,465.0
1740272732.6415372,424.10312562987156,465.0
1740272732.6778383,419.31886756458834,465.0
1740272732.7153761,402.9258068366642,463.0
1740272732.7476375,387.3247539002508,464.0
1740272732.7844293,353.1496254766458,463.0
1740272732.8177772,317.4584102929283,462.0
1740272732.8543901,280.14189939322847,460.0
1740272732.8906052,243.2334598241572,451.0
1740272732.923539,226.74026728206468,445.0
1740272732.9604728,206.97483315340796,434.0
1740272732.9980009,186.9481941609212,422.0
1740272733.0301838,178.8687980539626,411.0
1740272733.0673637,167.94676114066507,377.0
1740272733.0999806,150.72499954286192,339.0
1740272733.1367316,136.45399061580915,312.0
1740272733.17319,119.23854284349066,292.0
1740272733.205705,103.71090524703007,267.0
1740272733.2437253,92.63898390484678,240.0
1740272733.279756,78.54889281907624,163.0
1740272733.3128476,65.88592085701843,95.0
1740272733.3493161,63.12526495663946,86.0
1740272733.3819945,56.778065807879806,81.0
1740272733.4155092,49.3168541102237,55.0
1740272733.4520812,45.38179493528989,40.0
1740272733.4846895,42.68155274613248,32.0
1740272733.5180142,39.79999686055851,17.0
1740272733.5657706,32.465168503658525,3.0
1740272733.5874155,31.745669921039568,0.0
1740272733.6240535,26.547107215401116,0.0
1740272733.656894,24.288243650036215,0.0
1740272733.689322,21.210551287102433,0.0
1740272733.7265484,16.79710083499266,0.0
1740272733.7591805,13.929558078555214,0.0
1740272733.7920568,11.165993309126016,0.0
1740272733.8285277,0.8248230941716969,0.0
1740272733.8616645,3.1104080577805155,0.0
1740272733.8990633,3.891716086005135,0.0
1740272733.9316688,3.1304726025294523,0.0
1740272733.965,2.867228879415913,0.0
1740272734.0009577,6.314319921662065,0.0
1740272734.0334725,5.9310925475266725,0.0
1740272734.0663683,4.089047725541803,0.0
1740272734.1034172,5.845231135133,0.0
1740272734.136139,5.297475227660211,0.0
1740272734.1728153,3.1092349127520906,0.0
1740272734.2056935,3.3818690461365666,0.0
1740272734.2386785,3.2103868727364833,0.0
1740272734.2753894,3.4026623991689284,0.0
1740272734.3085194,3.0218982285220486,0.0
1740272734.3408663,2.976310798292191,0.0
1740272734.3778746,3.1230747769726834,0.0
1740272734.4109015,2.821537687686532,0.0
1740272734.4469812,1.96311505537505,0.0
1740272734.4798439,1.7890963879977217,0.0
1740272734.5133436,1.813885641989526,0.0
1740272734.5490637,3.391179452908387,0.0
1740272734.5827677,4.037820083875835,0.0
1740272734.6160798,3.566930913549305,0.0
1740272734.648213,2.4093889100195462,0.0
1740272734.6846573,5.610954659433463,0.0
