Timestamp,FSR 1,FSR 2,FSR 3,FSR 4,FSR 5,FSR 6,FSR 7,FSR 8,FSR 9,FSR 10,FSR 11,FSR 12
1743705589767645,7,3,4,4,0,5,2,3,3,0,5,3
1743705589770660,7,0,3,1,4,0,3,2,0,3,2,4
1743705589771654,7,3,1,3,2,0,4,0,5,2,2,2
1743705589773497,3,0,0,0,6,0,1,0,5,3,0,2
1743705589774536,6,3,3,1,4,3,4,0,5,2,0,4
1743705589776497,6,0,5,0,4,0,3,4,2,0,2,2
1743705589778353,6,5,1,3,2,0,2,3,1,2,0,2
1743705589779392,6,3,0,3,0,3,2,0,0,1,4,3
1743705589781353,3,0,6,3,1,0,4,0,2,3,4,3
1743705589782370,7,1,0,3,19,5,3,3,4,4,3,2
1743705589784680,6,0,2,1,1,0,6,2,3,4,2,4
1743705589785724,7,1,0,3,2,1,3,5,4,3,1,3
1743705589787691,0,0,3,2,1,4,11,1,5,2,3,0
1743705589789400,4,3,2,0,4,2,0,2,3,4,3,0
1743705589790811,7,4,15,3,4,2,0,2,3,0,3,4
1743705589791779,5,6,5,3,0,1,2,0,0,2,0,2
1743705589793901,7,3,3,3,0,3,2,1,3,0,2,0
1743705589796028,7,3,0,3,2,0,3,1,2,20,4,0
1743705589798028,7,3,4,8,0,2,4,2,2,0,2,1
1743705589799337,5,2,6,1,0,3,2,4,3,3,2,0
1743705589800534,4,4,5,0,4,3,5,2,4,0,3,2
1743705589801501,3,4,2,0,4,2,2,3,1,5,2,3
1743705589803502,6,0,0,2,0,3,0,2,2,4,8,2
1743705589804533,5,0,0,4,3,2,1,2,3,4,0,1
1743705589806501,5,3,18,0,2,2,2,4,4,11,3,4
1743705589807530,6,2,0,3,0,2,0,3,3,1,2,0
1743705589808533,6,4,3,0,5,2,1,4,3,0,3,0
1743705589810571,6,4,3,2,1,2,3,0,3,2,0,4
1743705589812875,6,4,4,3,0,2,5,2,3,4,1,2
1743705589813844,6,1,3,10,0,3,3,5,0,3,0,1
1743705589814844,8,2,5,4,0,3,18,4,1,4,2,0
1743705589816843,7,3,0,0,1,3,0,4,13,1,4,2
1743705589818842,7,6,2,0,3,3,0,3,5,2,4,0
1743705589819848,2,4,1,0,4,0,1,0,2,3,0,2
1743705589820841,4,5,2,1,0,4,1,2,0,4,2,0
1743705589821863,4,4,3,3,2,0,6,3,0,1,0,3
1743705589822429,3,3,2,2,0,4,0,2,2,0,3,7
1743705589823377,7,2,4,3,0,5,3,3,0,4,3,5
1743705589824390,10,1,4,4,2,0,3,0,0,4,0,4
1743705589825388,3,0,4,3,0,4,11,6,2,3,0,2
1743705589827182,7,2,2,13,4,2,2,0,5,4,0,3
1743705589827757,8,3,1,0,0,3,3,0,0,3,0,3
1743705589828806,7,0,4,1,4,0,0,2,0,1,1,2
1743705589829804,8,4,2,0,3,3,0,1,4,0,2,3
1743705589831019,8,4,1,4,2,3,5,0,0,1,3,4
1743705589832071,6,2,3,0,3,3,3,0,0,2,0,1
1743705589833074,7,0,3,0,14,3,1,3,3,1,0,1
1743705589833473,7,4,3,2,0,3,3,1,2,0,3,1
1743705589834483,6,4,4,0,4,2,6,4,18,5,0,3
1743705589835483,7,1,1,0,0,1,2,3,0,4,0,2
1743705589835483,8,4,4,5,1,2,3,0,0,2,0,1
1743705589836484,7,0,4,5,2,3,1,3,3,2,2,0
1743705589836484,7,0,4,0,4,3,5,4,0,4,0,2
1743705589837483,2,2,4,3,4,3,4,21,0,3,3,2
1743705589838483,9,0,3,3,3,0,4,3,0,6,3,0
1743705589838483,2,1,0,2,2,0,0,0,6,3,4,3
1743705589839518,7,4,3,4,0,3,3,0,3,2,3,2
1743705589840484,7,2,2,0,4,0,5,2,2,3,4,5
1743705589841484,6,4,2,1,1,1,5,1,3,2,1,1
1743705589841484,7,5,2,0,4,3,0,3,0,2,0,4
1743705589842938,8,4,5,2,4,3,5,9,4,2,0,3
1743705589844203,6,3,3,0,0,3,0,3,11,1,3,2
1743705589845125,7,2,3,2,3,4,2,4,0,3,0,3
1743705589846239,6,4,0,0,3,0,6,2,0,1,0,3
1743705589847237,3,4,4,0,3,12,4,0,4,2,0,2
1743705589847984,7,0,4,1,3,0,2,0,2,0,4,0
1743705589848882,7,3,0,3,0,15,4,2,14,0,0,0
1743705589849915,7,3,0,1,3,3,1,3,4,3,0,3
1743705589849915,4,2,4,2,5,4,3,5,1,8,0,2
1743705589850921,7,3,0,4,0,6,2,0,4,4,1,0
1743705589851913,7,4,3,0,0,5,2,0,3,4,2,0
1743705589852914,7,5,0,4,2,3,3,2,3,0,3,2
1743705589853861,7,0,3,3,7,2,3,4,3,4,3,3
1743705589854399,4,5,3,0,1,0,1,0,2,0,2,4
1743705589854934,7,4,1,4,3,3,4,1,6,3,0,2
1743705589855439,7,0,3,13,3,3,4,0,4,2,5,4
1743705589856460,15,2,0,3,21,3,2,1,2,4,2,2
1743705589856790,5,0,4,0,3,3,1,0,4,1,9,0
1743705589857553,7,3,0,4,4,0,5,3,0,3,3,5
1743705589858562,5,1,3,2,5,3,3,1,0,1,4,3
1743705589858562,13,6,4,0,2,2,0,3,3,1,1,4
1743705589860242,7,2,0,1,1,0,4,4,0,3,2,3
1743705589860905,10,3,4,12,2,0,4,0,4,8,2,5
1743705589860905,6,1,4,1,0,2,0,2,0,2,0,2
1743705589861926,1,3,0,4,3,0,5,4,1,4,2,0
1743705589862928,7,21,0,3,0,1,2,0,4,3,0,4
